systemnr,stednr,loknr,sbext,frednr,stednavn,stednavnsbetydning,anlnr,anlaegstype,anlaegsbetydning,dateringskode,datering,fra_aar,til_aar,kommunenavn,kommunenr,sevaerdighedsklasse,url,x,y
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-900,-701,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,1,01421,Brandgrav i stenkiste,BXXX,Bronzealder,-900,-701,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,2,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-900,-701,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,2,01208,Stenkiste,BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,2,20012,Bautasten,BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,3,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,4,03046,Enkeltfund,BXXX,Bronzealder,-1300,-1101,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,5,13171,Dyrkningsspor,BXXX,Bronzealder,-1100,-901,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,6,03427,Affaldsgrube,CXXX,Jernalder,-500,374,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5019,080205,16,,38138,Lusehøj,Fortidsminde/lokalt kaldenavn,7,10461,Vogndel,BXXX,Bronzealder,-900,-701,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5019/                ,10.0440329640661,55.2439368861896
5024,080205,21,,38136,Drengehøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5024/                ,10.0560406621562,55.2388370754679
5024,080205,21,,38136,Drengehøi,Fortidsminde/lokalt kaldenavn,2,20199,Skåltegn,BXXX,Bronzealder,-1700,-501,Assens,420,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5024/                ,10.0560406621562,55.2388370754679
5907,080507,11,,341511,Glavendrup-stenen,Fortidsminde/lokalt kaldenavn,1,22180,Runesten,CYVX,Vikingetid,750,1066,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5907/                ,10.2930099151434,55.5096650494517
5907,080507,11,,341511,Glavendrup-stenen,Fortidsminde/lokalt kaldenavn,2,20199,Skåltegn,BXXX,Bronzealder,-1700,-501,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5907/                ,10.2930099151434,55.5096650494517
5919,080507,12,,341517,Glavendrup,"Bebyggelse, havne og industrianlæg",1,01409,Skibssætning,CYVX,Vikingetid,750,1066,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5919/                ,10.2933757522882,55.5095937886757
5919,080507,12,,341517,Glavendrup,"Bebyggelse, havne og industrianlæg",1,01415,Brandplet,CYVX,Vikingetid,750,1066,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5919/                ,10.2933757522882,55.5095937886757
5919,080507,12,,341517,Glavendrup,"Bebyggelse, havne og industrianlæg",2,07097,Ildsted,OXXX,Oldtid,-250000,1066,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5919/                ,10.2933757522882,55.5095937886757
5920,080507,13,,341518,Flinthøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5920/                ,10.2938474085235,55.5094899567774
5920,080507,13,,341518,Flinthøj,Fortidsminde/lokalt kaldenavn,1,01421,Brandgrav i stenkiste,OXXX,Oldtid,-1100,375,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5920/                ,10.2938474085235,55.5094899567774
5920,080507,13,,341518,Flinthøj,Fortidsminde/lokalt kaldenavn,2,01413,Urnegrav (uspecificeret type),OXXX,Oldtid,-1100,375,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5920/                ,10.2938474085235,55.5094899567774
5920,080507,13,,341518,Flinthøj,Fortidsminde/lokalt kaldenavn,2,13171,Dyrkningsspor,OXXX,Oldtid,-5400,-501,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5920/                ,10.2938474085235,55.5094899567774
5920,080507,13,,341518,Flinthøj,Fortidsminde/lokalt kaldenavn,3,01046,Gravgenstand,CXXX,Jernalder,1,374,Nordfyns,480,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/5920/                ,10.2938474085235,55.5094899567774
9091,090513,21,,411716,Gammel Hestehave,"Landskab, herunder vådområde",1,20199,Skåltegn,BXXX,Bronzealder,-1700,-501,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9091/                ,10.6486016786297,55.0598059947401
9091,090513,21,,411716,Gammel Hestehave,"Landskab, herunder vådområde",2,07046,Enkeltfund,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9091/                ,10.6486016786297,55.0598059947401
9091,090513,21,,411716,Gammel Hestehave,"Landskab, herunder vådområde",3,22155,Mindesmærke,FXXX,Nyere tid,1661,2009,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9091/                ,10.6486016786297,55.0598059947401
9103,090513,45,,411713,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9103/                ,10.6518400326519,55.0628227382872
9107,090513,38,,411715,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9107/                ,10.6466598475581,55.0594346646128
9108,090513,39,,411712,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9108/                ,10.650853890085,55.0625029001291
9108,090513,39,,411712,Gammel Hestehave,"Landskab, herunder vådområde",2,22241,Vandbeholder/Vandtårn,FXXX,Nyere tid,1900,1949,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9108/                ,10.650853890085,55.0625029001291
9109,090513,40,,411710,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9109/                ,10.6493209293026,55.0622255132839
9110,090513,41,,41178,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9110/                ,10.6504521756095,55.0631390963452
9111,090513,42,,41179,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9111/                ,10.6476153113041,55.062271302625
9112,090513,43,,411762,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9112/                ,10.6516453305296,55.0628229069725
9113,090513,44,,411761,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9113/                ,10.6514899476907,55.0629283717584
9115,090513,46,,411714,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9115/                ,10.6521395491094,55.0628495014287
9116,090513,47,,41176,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9116/                ,10.6524467744863,55.0640335837989
9118,090513,49,,41175,Gammel Hestehave,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Svendborg,479,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9118/                ,10.6441437310035,55.0638581723442
9576,090617,9,,371822,Sulkendrup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Nyborg,450,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9576/                ,10.7122232884654,55.2940792823631
9576,090617,9,,371822,Sulkendrup,"Bebyggelse, havne og industrianlæg",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Nyborg,450,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9576/                ,10.7122232884654,55.2940792823631
9576,090617,9,,371822,Sulkendrup,"Bebyggelse, havne og industrianlæg",2,01046,Gravgenstand,AXXX,Stenalder,-2350,-1701,Nyborg,450,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9576/                ,10.7122232884654,55.2940792823631
9576,090617,9,,371822,Sulkendrup,"Bebyggelse, havne og industrianlæg",3,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-1100,-901,Nyborg,450,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9576/                ,10.7122232884654,55.2940792823631
9576,090617,9,,371822,Sulkendrup,"Bebyggelse, havne og industrianlæg",4,01415,Brandplet,CXXX,Jernalder,-500,0,Nyborg,450,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/9576/                ,10.7122232884654,55.2940792823631
13526,100305,227,,061654,Kongehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13526/               ,10.484010351533,57.4107669848141
13527,100305,228,,061653,Borgbjerg,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13527/               ,10.4836816557358,57.4100644910707
13527,100305,228,,061653,Borgbjerg,"Landskab, herunder vådområde",1,01103,Jordfæstegrav,CXXX,Jernalder,175,374,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13527/               ,10.4836816557358,57.4100644910707
13528,100305,229,,061655,Donbæk,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-1700,375,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13528/               ,10.484295525309,57.4097989639858
13528,100305,229,,061655,Donbæk,Uspecificeret,2,07213,Stensætning,OXXX,Oldtid,-1700,375,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13528/               ,10.484295525309,57.4097989639858
13528,100305,229,,061655,Donbæk,Uspecificeret,3,07211,Stenrække,OXXX,Oldtid,-1700,375,Frederikshavn,813,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13528/               ,10.484295525309,57.4097989639858
13707,100309,34,,041512,Vogn,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13707/               ,10.3029349825757,57.5073027587478
13717,100309,33,,041511,Vogn,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13717/               ,10.3039918622872,57.5079017476177
13719,100309,35,,041513,Vogn,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13719/               ,10.3034567970688,57.5068600411554
13726,100309,42,,04157,Ellevehøjene,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13726/               ,10.3003422565873,57.5090875303909
13730,100309,46,,04154,Ellevehøjene,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13730/               ,10.298633127411,57.5092364729964
13732,100309,48,,04156,Ellevehøjene,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/13732/               ,10.2997246127867,57.5092693457952
15064,100613,51,,051415,Slotved Skov,"Landskab, herunder vådområde",1,01136,Langhøj,OXXX,Oldtid,-3950,-501,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15064/               ,10.1647797580809,57.4780803123213
15065,100613,52,,051416,Slotved Skov,"Landskab, herunder vådområde",1,01136,Langhøj,OXXX,Oldtid,-3950,-501,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15065/               ,10.1649679245218,57.477961248911
15067,100613,54,,051417,Slotved Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15067/               ,10.1669258599845,57.4779614061325
15089,100613,77,,051421,Slotved Skov,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Hjørring,860,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15089/               ,10.1671927301263,57.4778904369712
15339,100701,5,,12089,Aggersborg,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,CYVX,Vikingetid,900,1066,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15339/               ,9.25490426908674,56.9956082505879
15339,100701,5,,12089,Aggersborg,Fortidsminde/lokalt kaldenavn,2,26473,Borg/Voldsted,DXXX,Middelalder,1067,1199,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15339/               ,9.25490426908674,56.9956082505879
15339,100701,5,,12089,Aggersborg,Fortidsminde/lokalt kaldenavn,3,07046,Enkeltfund,AXXX,Stenalder,-2350,-1701,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15339/               ,9.25490426908674,56.9956082505879
15339,100701,5,,12089,Aggersborg,Fortidsminde/lokalt kaldenavn,4,15251,Vindmølle,FXXX,Nyere tid,1661,2009,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15339/               ,9.25490426908674,56.9956082505879
15508,100704,62,,110937,Holmsø,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Jammerbugt,849,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15508/               ,9.39073205727733,57.0709951721974
15562,100705,38,,100931,Lunde,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Jammerbugt,849,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15562/               ,9.4151591266339,57.1187225910333
15589,100705,66,,100948,Rødland,"Landskab, herunder vådområde",1,13002,Marksystem,CXXX,Jernalder,-500,374,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15589/               ,9.38473893243939,57.1146362077938
15616,100705,93,,100947,Telling,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15616/               ,9.38486560134842,57.1160712774156
15694,100707,37,,111027,Hvisselhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15694/               ,9.4469570057085,57.0576528194079
15694,100707,37,,111027,Hvisselhøj,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15694/               ,9.4469570057085,57.0576528194079
15694,100707,37,,111027,Hvisselhøj,Fortidsminde/lokalt kaldenavn,2,01046,Gravgenstand,AXXX,Stenalder,-2350,-1951,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15694/               ,9.4469570057085,57.0576528194079
15694,100707,37,,111027,Hvisselhøj,Fortidsminde/lokalt kaldenavn,3,01046,Gravgenstand,AXXX,Stenalder,-2350,-1701,Jammerbugt,849,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/15694/               ,9.4469570057085,57.0576528194079
17961,110210,43,,1204105,Eeshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Thisted,787,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/17961/               ,8.57996954876319,57.0146150586576
19512,110406,20,,130516,Store Saligershøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Morsø,773,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19512/               ,8.78624314047564,56.8939125529144
19587,110407,21,,140519,Tinghøie,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1700,-1101,Morsø,773,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19587/               ,8.78433325950737,56.8421294420198
19587,110407,21,,140519,Tinghøie,Fortidsminde/lokalt kaldenavn,1,01206,Stenbygget grav,BXXX,Bronzealder,-1700,-1101,Morsø,773,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19587/               ,8.78433325950737,56.8421294420198
19736,110409,115,,130618,Skarrehøj voldsted,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,DXXX,Middelalder,1067,1535,Morsø,773,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/19736/               ,8.86728421350761,56.9447639829272
21004,110602,11,,160393,Boddum,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21004/               ,8.45655562192496,56.7015313466565
21011,110602,7,,160390,Hvilehøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21011/               ,8.45239862797881,56.7021420306939
21013,110602,9,,160391,Boddum,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21013/               ,8.45222746676981,56.7004343070106
21014,110602,10,,160392,Boddum,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21014/               ,8.45447147228906,56.7010999884951
21016,110602,12,,160394,Boddum,Uspecificeret,1,01021,Brandgrav (uspecificeret type),BXXX,Bronzealder,-1100,-501,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21016/               ,8.45699550104698,56.7016051368522
21016,110602,12,,160394,Boddum,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Thisted,787,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/21016/               ,8.45699550104698,56.7016051368522
