systemnr,stednr,loknr,sbext,frednr,stednavn,stednavnsbetydning,anlnr,anlaegstype,anlaegsbetydning,dateringskode,datering,fra_aar,til_aar,kommunenavn,kommunenr,sevaerdighedsklasse,url,x,y
29763,130102,29,,1907140,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29763/               ,9.03883564585295,56.525807053734
29768,130102,34,,1907147,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29768/               ,9.03637992021452,56.5245500116924
29769,130102,35,,1907124,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29769/               ,9.03914815334132,56.5293736538833
29770,130102,36,,1907125,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29770/               ,9.03757047777346,56.5285835333837
29771,130102,37,,1907126,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29771/               ,9.03711521306678,56.5284938275921
29772,130102,38,,1907127,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29772/               ,9.03683871729301,56.5283501630662
29773,130102,39,,1907128,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29773/               ,9.03688723415133,56.5280896092497
29774,130102,40,,1907129,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29774/               ,9.03638302887049,56.5278112485439
29775,130102,41,,1907130,Dommerby,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Skive,779,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/29775/               ,9.03691954648448,56.5278829649118
32265,130301,11,,24105,Balle,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32265/               ,9.5301918107286,56.191209919151
32371,130301,108,,24108,Hvinningdal,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32371/               ,9.47194622673212,56.1730879170495
32375,130302,6,,240953,Klosterlund,Uspecificeret,1,03000,"Bosættelse, uspec undergruppe",AXXX,Stenalder,-9000,-6401,Ikast-Brande,756,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32375/               ,9.35094075369323,56.1842331069504
32491,130303,48,,240973,Elling,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32491/               ,9.40986948435071,56.166625425347
32492,130303,60,,2409103,Elling,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32492/               ,9.40288156498461,56.1739372533616
32515,130303,75,,240983,Taallund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32515/               ,9.41717381640702,56.1538444180075
32516,130303,76,,240984,Taallund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32516/               ,9.41770793567045,56.1534895560049
32523,130303,83,,240987,Taallund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32523/               ,9.42143256949857,56.1518914523581
32524,130303,84,,240986,Taallund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Silkeborg,740,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/32524/               ,9.4210412670757,56.1520554111013
36897,130803,121,,2109159,Hald Voldsted,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,DXXX,Middelalder,1067,1535,Viborg,791,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/36897/               ,9.3558856277626,56.3906570307351
36897,130803,121,,2109159,Hald Voldsted,Fortidsminde/lokalt kaldenavn,2,07046,Enkeltfund,DXXX,Middelalder,1300,1535,Viborg,791,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/36897/               ,9.3558856277626,56.3906570307351
38484,130901,97,,170964,Fuglehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/38484/               ,9.44674988678906,56.6444381742734
38496,130901,109,,170963,Ettrup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,AXXX,Stenalder,-3300,-2801,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/38496/               ,9.44576160317619,56.6482996275181
38496,130901,109,,170963,Ettrup,"Bebyggelse, havne og industrianlæg",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3300,-2801,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/38496/               ,9.44576160317619,56.6482996275181
38504,130902,1,,170979,Kongehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/38504/               ,9.33523839592087,56.6849222599526
39134,130910,17,A,161058,Eveldrup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39134/               ,9.5408389100192,56.7183694135065
39138,130910,21,,161069,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39138/               ,9.54715492319115,56.7148370744155
39139,130910,22,,161070,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39139/               ,9.54739224917784,56.7146985761042
39158,130910,39,,161057,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39158/               ,9.53626990287712,56.7190121549172
39160,130910,41,,161062,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39160/               ,9.54279693768443,56.7169615449553
39161,130910,42,,161063,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39161/               ,9.54467220422045,56.7168690036385
39162,130910,43,,161064,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39162/               ,9.54570122981407,56.7169105457473
39167,130910,48,,161067,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39167/               ,9.54608950004739,56.7153611159337
39169,130910,50,,161071,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39169/               ,9.54602347027723,56.7125907196712
39170,130910,51,,1610138,Simested,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39170/               ,9.54717458900291,56.7123655613775
39279,130910,162,,171080,Alhøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39279/               ,9.55369192301167,56.6822959453071
39279,130910,162,,171080,Alhøje,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/39279/               ,9.55369192301167,56.6822959453071
40086,130917,90,,160963,Bavnehøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40086/               ,9.43255328253179,56.717121674722
40086,130917,90,,160963,Bavnehøj,Fortidsminde/lokalt kaldenavn,2,26011,Baunehøj,HXXX,Historisk Tid,1067,2009,Vesthimmerland,820,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40086/               ,9.43255328253179,56.717121674722
40138,130917,143,,161017,Øster-Bølle,"Bebyggelse, havne og industrianlæg",1,03089,Hus (evt. med stald),CXXX,Jernalder,1,174,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40138/               ,9.46565842192103,56.7209055141235
40138,130917,143,,161017,Øster-Bølle,"Bebyggelse, havne og industrianlæg",2,03028,Brønd,CXXX,Jernalder,1,174,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40138/               ,9.46565842192103,56.7209055141235
40138,130917,143,,161017,Øster-Bølle,"Bebyggelse, havne og industrianlæg",3,01103,Jordfæstegrav,CXXX,Jernalder,1,174,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40138/               ,9.46565842192103,56.7209055141235
40138,130917,143,,161017,Øster-Bølle,"Bebyggelse, havne og industrianlæg",4,13002,Marksystem,CXXX,Jernalder,1,174,Vesthimmerland,820,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/40138/               ,9.46565842192103,56.7209055141235
46189,140610,20,,181239,Tinghøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46189/               ,9.91143541561405,56.5837475749293
46280,140701,34,,1713110,Assens,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46280/               ,10.0651807069703,56.6694120268349
46282,140701,36,,1713122,Assens,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46282/               ,10.0534966808503,56.666317633979
46303,140702,3,,181388,Lushøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46303/               ,10.0260975767881,56.6088830379201
46304,140702,4,,181387,Fellinghøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46304/               ,10.0275607748758,56.6103534253217
46307,140702,7,,181380,Møgelhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46307/               ,10.0218750282932,56.6111193474485
46308,140702,8,,181379,Hem,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46308/               ,10.0212876450522,56.6110882292216
46310,140702,21,,1713154,Fruerlund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46310/               ,10.0391153262347,56.6235527354309
46318,140702,18,,181383,Tvillinghøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46318/               ,10.0370229302241,56.6186849076074
46319,140702,19,,181382,Tvillinghøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46319/               ,10.0370269038524,56.6188993225105
46320,140702,20,,1713153,Fruerlund,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46320/               ,10.0391716317996,56.6237667730013
46384,140702,74,,181386,Lammehøje,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46384/               ,10.0517953643319,56.6165045055832
46527,140705,33,,171367,Mariager,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46527/               ,9.98885427469603,56.648429045727
46527,140705,33,,171367,Mariager,"Landskab, herunder vådområde",1,01206,Stenbygget grav,OXXX,Oldtid,-3950,-501,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46527/               ,9.98885427469603,56.648429045727
46532,140706,15,,171347,Frydensbjerg,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46532/               ,9.96108815191769,56.6448262785684
46543,140706,26,,171339,Voldstedhøj,Fortidsminde/lokalt kaldenavn,1,01136,Langhøj,AXXX,Stenalder,-3950,-2801,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46543/               ,9.9220272741495,56.6358656336397
46543,140706,26,,171339,Voldstedhøj,Fortidsminde/lokalt kaldenavn,1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46543/               ,9.9220272741495,56.6358656336397
46543,140706,26,,171339,Voldstedhøj,Fortidsminde/lokalt kaldenavn,2,01046,Gravgenstand,AXXX,Stenalder,-250000,-1701,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46543/               ,9.9220272741495,56.6358656336397
46548,140706,31,,171349,Hummelkol,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46548/               ,9.96939031580047,56.6419023622403
46549,140706,32,,171348,Hummelkol,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46549/               ,9.96915981846548,56.6419288643588
46628,140706,111,,171360,Lunddal,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46628/               ,9.97708036033841,56.6281261387862
46629,140706,112,,171361,Klovhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46629/               ,9.97724595843942,56.6280499973956
46633,140706,117,,171399,Ho Høi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1700,-1101,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46633/               ,10.0008736890558,56.6446064796499
46633,140706,117,,171399,Ho Høi,Fortidsminde/lokalt kaldenavn,2,03000,"Bosættelse, uspec undergruppe",AXXX,Stenalder,-2900,-2601,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46633/               ,10.0008736890558,56.6446064796499
46640,140706,124,,1713104,Alstrup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46640/               ,10.0048670678047,56.6344089132114
46663,140706,147,,171377,Hou,Uspecificeret,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46663/               ,10.0166621057884,56.6619688558178
46666,140706,150,,171380,Møgelhøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46666/               ,10.0161756550897,56.6592365851613
46666,140706,150,,171380,Møgelhøj,Fortidsminde/lokalt kaldenavn,1,01206,Stenbygget grav,OXXX,Oldtid,-3950,-501,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46666/               ,10.0161756550897,56.6592365851613
46694,140706,179,,171398,Lushøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46694/               ,9.99910620846591,56.6444920185897
46729,140707,11,,171291,Fyrkat,Fortidsminde/lokalt kaldenavn,1,26473,Borg/Voldsted,CYVX,Vikingetid,900,1066,Mariagerfjord,846,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46729/               ,9.77044997620212,56.6232431712501
46729,140707,11,,171291,Fyrkat,Fortidsminde/lokalt kaldenavn,2,01103,Jordfæstegrav,CYVX,Vikingetid,900,1066,Mariagerfjord,846,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46729/               ,9.77044997620212,56.6232431712501
46729,140707,11,,171291,Fyrkat,Fortidsminde/lokalt kaldenavn,3,03000,"Bosættelse, uspec undergruppe",OXXX,Oldtid,-1700,-500,Mariagerfjord,846,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/46729/               ,9.77044997620212,56.6232431712501
47000,140711,84,A,181354,Kjellerup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/47000/               ,9.97068805694864,56.5962313809506
47009,140711,82,,181351,Kjellerup,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/47009/               ,9.96769005163596,56.5968692382653
47054,140711,128,,181353,Brokhede Plantage,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Mariagerfjord,846,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/47054/               ,9.96727578267694,56.5961444847323
47814,141010,43,,211525,Sjellebro,Fortidsminde/lokalt kaldenavn,1,20082,Helleristning/billedsten,CYVX,Vikingetid,750,1066,Syddjurs,706,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/47814/               ,10.2412019880981,56.4038137285276
47814,141010,43,,211525,Sjellebro,Fortidsminde/lokalt kaldenavn,2,10246,Vej,CYVX,Vikingetid,750,1066,Syddjurs,706,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/47814/               ,10.2412019880981,56.4038137285276
48364,141103,11,,231511,Hjorthøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48364/               ,10.2643954377482,56.2595587276689
48372,141103,19,,231513,Virup Skov,"Landskab, herunder vådområde",1,01136,Langhøj,OXXX,Oldtid,-3950,-501,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48372/               ,10.282463431305,56.2412209019308
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,BXXX,Bronzealder,-1500,-1301,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,1,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,2,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,2,07210,Stenlægning/Stensamling,BXXX,Bronzealder,-1700,-501,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,3,01103,Jordfæstegrav,BXXX,Bronzealder,-1500,-1301,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,3,20130,Kultanlæg,BXXX,Bronzealder,-1500,-1301,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,4,01103,Jordfæstegrav,BXXX,Bronzealder,-1700,-1101,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,4,20094,Højsagn,HXXX,Historisk Tid,1067,2009,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,5,01421,Brandgrav i stenkiste,BXXX,Bronzealder,-1100,-901,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,6,01421,Brandgrav i stenkiste,BXXX,Bronzealder,-1100,-901,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48831,150101,12,,24131,Borum Eshøj,Fortidsminde/lokalt kaldenavn,7,20442,Dødehus,BXXX,Bronzealder,-1700,-1101,Århus,751,2,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48831/               ,9.99182863231165,56.2008769550367
48909,150102,44,,25133,Næshøj,Fortidsminde/lokalt kaldenavn,1,01021,Brandgrav (uspecificeret type),OXXX,Oldtid,-1100,375,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48909/               ,9.99616718647719,56.1440628519215
48909,150102,44,,25133,Næshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-3950,-501,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48909/               ,9.99616718647719,56.1440628519215
48909,150102,44,,25133,Næshøj,Fortidsminde/lokalt kaldenavn,2,01046,Gravgenstand,AXXX,Stenalder,-3950,-1701,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/48909/               ,9.99616718647719,56.1440628519215
49076,150203,9,,28142,Blakshøj,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Odder,727,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49076/               ,10.0908716469678,55.8904097496474
49167,150207,3,A,28131,Oldrup,"Bebyggelse, havne og industrianlæg",1,01136,Langhøj,AXXX,Stenalder,-3950,-3301,Odder,727,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49167/               ,10.067192304605,55.9244976031908
49457,150307,12,,24145,Aarslev,"Bebyggelse, havne og industrianlæg",1,01092,Rundhøj,AXXX,Stenalder,-3950,-2801,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49457/               ,10.0859873331905,56.1530013959076
49457,150307,12,,24145,Aarslev,"Bebyggelse, havne og industrianlæg",1,01151,Dysse eller jættestue,AXXX,Stenalder,-3950,-2801,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49457/               ,10.0859873331905,56.1530013959076
49557,150311,23,,251414,Raahøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49557/               ,10.1991658823544,56.1232753225196
49559,150311,25,,251412,Raahøis Krat,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49559/               ,10.1974925370009,56.1244859084074
49561,150311,27,,25148,Jægerskoven,"Landskab, herunder vådområde",1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49561/               ,10.2013148793259,56.1265165415105
49622,150408,8,,251420,Jelshøi,Fortidsminde/lokalt kaldenavn,1,01092,Rundhøj,OXXX,Oldtid,-250000,1066,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49622/               ,10.1812833101363,56.0977140375
49678,150405,2,A,26143,Malling Kirkegård,Offentlige bygninger og pladser,1,26473,Borg/Voldsted,DXXX,Middelalder,1067,1535,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49678/               ,10.1951746117779,56.039348016608
49678,150405,2,A,26143,Malling Kirkegård,Offentlige bygninger og pladser,2,01114,Kirkegård,DXXX,Middelalder,1067,1535,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49678/               ,10.1951746117779,56.039348016608
49678,150405,2,A,26143,Malling Kirkegård,Offentlige bygninger og pladser,3,20501,Kirke,DXXX,Middelalder,1067,1535,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49678/               ,10.1951746117779,56.039348016608
49678,150405,2,A,26143,Malling Kirkegård,Offentlige bygninger og pladser,4,01206,Stenbygget grav,HXXX,Historisk Tid,1067,2009,Århus,751,1,http://www.kulturarv.dk/fundogfortidsminder/Lokalitet/49678/               ,10.1951746117779,56.039348016608
